name_first_last,weight,mlb_g,height_inches,round_sort,round,draft_type,bats,description,height_feet,pick,year,name_last_first,overall,milb_g,team_full,league_full,primary_position,team_abbrev,birth_date,throws,league_id,school,trans_date,signed_sw,round_desc,mlbamPlayerID,mlbamTeamID
Lew Carl,0,N,0,2,2,JR,,June Amateur Draft,0,3,1981,"Carl, Lew",29,N,Montreal Expos,National League,SS,MON,1832-02-25T00:00:00,,104,Wisconsin - Oshkosh,,N,Round 2,111997,120
Chuckie Canady,,N,0,2,2,JR,R,June Amateur Draft,,4,1981,"Canady, Chuckie",30,N,Texas Rangers,American League,C,TEX,1959-08-12T00:00:00,,103,North Carolina State,,N,Round 2,454403,140
William Pinkham,,N,0,2,2,JR,R,June Amateur Draft,,5,1981,"Pinkham, William",31,N,Toronto Blue Jays,American League,C,TOR,1959-08-25T00:00:00,R,103,San Diego,,N,Round 2,457348,141
William Long,215,N,4,2,2,JR,L,June Amateur Draft,6,6,1981,"Long, William",32,Y,San Diego Padres,National League,P,SD,1969-11-20T00:00:00,L,104,Miami (OH),,N,Round 2,436044,135
Mike Gallego,160,Y,8,2,2,JR,R,June Amateur Draft,5,7,1981,"Gallego, Mike",33,Y,Oakland Athletics,American League,SS,OAK,1960-10-31T00:00:00,R,103,UCLA,,N,Round 2,114545,133
Mark Gubicza,220,Y,5,2,2,JR,R,June Amateur Draft,6,8,1981,"Gubicza, Mark",34,Y,Kansas City Royals,American League,P,KC,1962-08-14T00:00:00,R,103,"Penn Charter HS (Philadelphia, PA)",,N,Round 2,115217,118
Mark Langston,190,Y,2,2,2,JR,R,June Amateur Draft,6,9,1981,"Langston, Mark",35,Y,Seattle Mariners,American League,P,SEA,1960-08-20T00:00:00,L,103,San Jose State,,N,Round 2,117480,136
Kelvin Torve,205,Y,3,2,2,JR,L,June Amateur Draft,6,10,1981,"Torve, Kelvin",36,Y,San Francisco Giants,National League,1B,SF,1960-01-10T00:00:00,R,104,Oral Roberts,,N,Round 2,123417,137
Frank Viola,209,Y,4,2,2,JR,L,June Amateur Draft,6,11,1981,"Viola, Frank",37,Y,Minnesota Twins,American League,P,MIN,1960-04-19T00:00:00,L,103,St. John's (NY),,N,Round 2,123732,142
John Christensen,205,Y,3,2,2,JR,R,June Amateur Draft,6,12,1981,"Christensen, John",38,N,New York Mets,National League,OF,NYM,1960-09-15T00:00:00,R,104,Cal State Fullerton,,N,Round 2,112264,121
Neal Heaton,205,Y,1,2,2,JR,L,June Amateur Draft,6,13,1981,"Heaton, Neal",39,Y,Cleveland Indians,American League,P,CLE,1960-03-03T00:00:00,L,103,Miami (FL),,N,Round 2,115683,114
Lee Tunnell,180,Y,1,2,2,JR,R,June Amateur Draft,6,14,1981,"Tunnell, Lee",40,Y,Pittsburgh Pirates,National League,P,PIT,1960-10-30T00:00:00,R,104,Baylor,,N,Round 2,123502,134
Rick Rodriguez,190,Y,3,2,2,JR,R,June Amateur Draft,6,15,1981,"Rodriguez, Rick",41,Y,Oakland Athletics,American League,P,OAK,1960-09-21T00:00:00,R,103,UC Riverside,,N,Round 2,121362,133
Lanell Culver,,N,,2,2,JR,,June Amateur Draft,,16,1981,"Culver, Lanell",42,N,Cincinnati Reds,National League,OF,CIN,,,104,Palmdale HS (CA),,N,Round 2,557279,113
Nelson Simmons,185,Y,1,2,2,JR,S,June Amateur Draft,6,17,1981,"Simmons, Nelson",43,Y,Detroit Tigers,American League,OF,DET,1963-06-27T00:00:00,R,103,"Madison HS (San Diego, CA)",,N,Round 2,122245,116
Mike Fuentes,190,Y,3,2,2,JR,R,June Amateur Draft,6,18,1981,"Fuentes, Mike",44,N,Montreal Expos,National League,OF,MON,1958-07-11T00:00:00,R,104,Florida State,,N,Round 2,114468,120
Chris Howard,,N,,2,2,JR,,June Amateur Draft,,19,1981,"Howard, Chris",45,N,Boston Red Sox,American League,2B,BOS,,,103,"Boone HS (Orlando, FL)",,N,Round 2,560013,111
Charles Penigar,175,N,4,2,2,JR,R,June Amateur Draft,6,20,1981,"Penigar, Charles",46,Y,Philadelphia Phillies,National League,OF,PHI,1963-07-31T00:00:00,R,104,Ontario HS (CA),,N,Round 2,461205,143
Scott Roberts,,N,0,2,2,JR,R,June Amateur Draft,,21,1981,"Roberts, Scott",47,Y,Milwaukee Brewers,American League,P,MIL,1959-10-07T00:00:00,R,103,Hawaii,,N,Round 2,456367,158
Sid Bream,220,Y,4,2,2,JR,L,June Amateur Draft,6,22,1981,"Bream, Sid",48,N,Los Angeles Dodgers,National League,1B,LA,1960-08-03T00:00:00,L,104,Liberty University,,N,Round 2,111410,119
Tony Ferreira,160,Y,1,2,2,JR,L,June Amateur Draft,6,23,1981,"Ferreira, Tony",49,Y,Kansas City Royals,American League,P,KC,1962-10-04T00:00:00,L,103,"North HS (Riverside, CA)",,N,Round 2,114085,118
Lemmie Miller,190,Y,1,2,2,JR,R,June Amateur Draft,6,24,1981,"Miller, Lemmie",50,Y,Los Angeles Dodgers,National League,OF,LA,1960-06-02T00:00:00,R,104,Arizona State,,N,Round 2,119096,119
Craig Henderson,,N,0,2,2,JR,,June Amateur Draft,,25,1981,"Henderson, Craig",51,N,Minnesota Twins,American League,P,MIN,,,103,Wisconsin - Oshkosh,,N,Round 2,474380,142
John Elway,,N,0,2,2,JR,,June Amateur Draft,,26,1981,"Elway, John",52,N,New York Yankees,American League,OF,NYY,,,103,Stanford,,N,Round 2,475638,147
Phil Bradley,185,Y,0,3,3,JR,R,June Amateur Draft,6,1,1981,"Bradley, Phil",53,Y,Seattle Mariners,American League,OF,SEA,1959-03-11T00:00:00,R,103,Missouri,,N,Round 3,111349,136
Mitch Cook,,N,,3,3,JR,,June Amateur Draft,,2,1981,"Cook, Mitch",54,Y,Chicago Cubs,National League,P,CHC,,,104,"New Hanover HS (Wilmington, NC)",,N,Round 3,557006,112
John Marzano,195,Y,11,3,3,JR,R,June Amateur Draft,5,3,1981,"Marzano, John",55,Y,Minnesota Twins,American League,C,MIN,1963-02-14T00:00:00,R,103,"Central HS (Philadelphia, PA)",,N,Round 3,118389,142
Curt Wardle,220,Y,5,3,3,JR,L,June Amateur Draft,6,4,1981,"Wardle, Curt",56,N,Minnesota Twins,American League,P,MIN,1960-11-16T00:00:00,L,103,UC Riverside,,N,Round 3,123932,142
Glenn Gallagher,,N,,3,3,JR,,June Amateur Draft,,5,1981,"Gallagher, Glenn",57,N,Toronto Blue Jays,American League,OF,TOR,,,103,Clemson,,N,Round 3,569553,141
Tony Gwynn,225,Y,11,3,3,JR,L,June Amateur Draft,5,6,1981,"Gwynn, Tony",58,N,San Diego Padres,National League,OF,SD,1960-05-09T00:00:00,L,104,San Diego State,,N,Round 3,115270,135
William Babcock,,N,0,3,3,JR,,June Amateur Draft,,7,1981,"Babcock, William",59,N,Chicago White Sox,American League,P,CWS,,,103,Grosse Point North HS (MI),,N,Round 3,475215,145
Tom Nieto,205,Y,1,3,3,JR,R,June Amateur Draft,6,8,1981,"Nieto, Tom",60,Y,St. Louis Cardinals,National League,C,STL,1960-10-27T00:00:00,R,104,Oral Roberts,,N,Round 3,119796,138
Brendan Hennessy,,N,,3,3,JR,,June Amateur Draft,,9,1981,"Hennessy, Brendan",61,N,Texas Rangers,American League,3B,TEX,,,103,Bogota HS (NJ),,N,Round 3,559564,140
Brad Powell,,N,,3,3,JR,,June Amateur Draft,,10,1981,"Powell, Brad",62,N,San Francisco Giants,National League,P,SF,,,104,"Ridge HS (Basking Ridge, NJ)",,N,Round 3,564768,137
Eric Broersma,,N,0,3,3,JR,R,June Amateur Draft,,11,1981,"Broersma, Eric",63,N,Minnesota Twins,American League,P,MIN,1960-01-24T00:00:00,R,103,UCLA,,N,Round 3,448572,142
Scott Bradley,185,Y,11,3,3,JR,L,June Amateur Draft,5,12,1981,"Bradley, Scott",64,Y,New York Yankees,American League,3B,NYY,1960-03-22T00:00:00,R,103,North Carolina,,N,Round 3,111350,147
Craig Brown,,N,,3,3,JR,,June Amateur Draft,,13,1981,"Brown, Craig",65,N,Pittsburgh Pirates,National League,OF,PIT,,,104,Goldsboro HS (NC),,N,Round 3,556025,134
John Hotchkiss,,N,,3,3,JR,,June Amateur Draft,,14,1981,"Hotchkiss, John",66,N,Oakland Athletics,American League,3B,OAK,,,103,Cal Poly Pomona,,N,Round 3,559974,133
Delwyn Young,180,N,10,3,3,JR,S,June Amateur Draft,5,15,1981,"Young, Delwyn",67,Y,Cincinnati Reds,National League,SS,CIN,1963-10-04T00:00:00,R,104,"Belmont HS (Los Angeles, CA)",,N,Round 3,462217,113
Bob Williamson,,N,,3,3,JR,,June Amateur Draft,,16,1981,"Williamson, Bob",68,N,Detroit Tigers,American League,C,DET,,,103,"Catholic Central HS (Redford, MI)",,N,Round 3,568898,116
Nelson Santovenia,215,Y,3,3,3,JR,R,June Amateur Draft,6,17,1981,"Santovenia, Nelson",69,Y,Montreal Expos,National League,C,MON,1961-07-27T00:00:00,R,104,Miama Dade CC,,N,Round 3,121700,120
Rob Woodward,,N,,3,3,JR,,June Amateur Draft,,18,1981,"Woodward, Rob",70,N,Boston Red Sox,American League,P,BOS,,,103,Lebanon HS (NH),,N,Round 3,569107,111
Vin Soreca,,N,,3,3,JR,,June Amateur Draft,,19,1981,"Soreca, Vin",71,N,Philadelphia Phillies,National League,C,PHI,,,104,Pace,,N,Round 3,567461,143
Dan Davidsmeier,,N,,3,3,JR,,June Amateur Draft,,20,1981,"Davidsmeier, Dan",72,N,Milwaukee Brewers,American League,SS,MIL,,,103,USC,,N,Round 3,557440,158
Sid Fernandez,230,Y,1,3,3,JR,L,June Amateur Draft,6,21,1981,"Fernandez, Sid",73,Y,Los Angeles Dodgers,National League,P,LA,1962-10-12T00:00:00,L,104,"Kaiser HS (Honolulu, HI)",,N,Round 3,114074,119
David Cone,200,Y,1,3,3,JR,L,June Amateur Draft,6,22,1981,"Cone, David",74,Y,Kansas City Royals,American League,P,KC,1963-01-02T00:00:00,R,103,"Rockhurst HS (Kansas City, MO)",,N,Round 3,112552,118
Curtis Burke,,N,,3,3,JR,,June Amateur Draft,,23,1981,"Burke, Curtis",75,N,Houston Astros,National League,OF,HOU,,,104,Tennessee State,,N,Round 3,556246,117
Jeff Lackie,,N,,3,3,JR,,June Amateur Draft,,24,1981,"Lackie, Jeff",76,N,Baltimore Orioles,American League,P,BAL,,,103,McKinney HS (TX),,N,Round 3,561445,110
Phil Lombardi,200,Y,2,3,3,JR,R,June Amateur Draft,6,25,1981,"Lombardi, Phil",77,Y,New York Yankees,American League,C,NYY,1963-02-20T00:00:00,R,103,"Kennedy HS (Granada Hills, CA)",,N,Round 3,117881,147
Ricky Nelson,200,Y,0,4,4,JR,L,June Amateur Draft,6,1,1981,"Nelson, Ricky",78,N,Seattle Mariners,American League,OF,SEA,1959-05-08T00:00:00,R,103,Arizona State,,N,Round 4,119710,136
Randy Whisler,185,N,9,4,4,JR,S,June Amateur Draft,5,2,1981,"Whisler, Randy",79,N,Chicago Cubs,National League,SS,CHC,1962-06-16T00:00:00,R,104,"Klamath Union HS (Klamath Falls, OR)",,N,Round 4,430888,112
Lee Guetterman,225,Y,8,4,4,JR,L,June Amateur Draft,6,3,1981,"Guetterman, Lee",80,Y,Seattle Mariners,American League,P,SEA,1958-11-22T00:00:00,L,103,Liberty University,,N,Round 4,115226,136
Dave Cochrane,180,Y,2,4,4,JR,S,June Amateur Draft,6,4,1981,"Cochrane, Dave",81,Y,New York Mets,National League,P,NYM,1963-01-31T00:00:00,R,104,"Troy HS (Yorba Linda, CA)",,N,Round 4,112436,121
Scott Pleis,,N,,4,4,JR,,June Amateur Draft,,5,1981,"Pleis, Scott",82,N,Toronto Blue Jays,American League,C,TOR,,,103,"Wentzville HS (St. Louis, MO)",,N,Round 4,564666,141
Scott Thompson,,N,,4,4,JR,,June Amateur Draft,,6,1981,"Thompson, Scott",83,N,San Diego Padres,National League,OF,SD,,,104,"Lower Dauphin HS (Grantville, PA)",,N,Round 4,565165,135
Craig Smajstrla,165,Y,9,4,4,JR,S,June Amateur Draft,5,7,1981,"Smajstrla, Craig",84,Y,Chicago White Sox,American League,SS,CWS,1962-06-19T00:00:00,R,103,Pearland HS (TX),,N,Round 4,122331,145
Curt Ford,150,Y,10,4,4,JR,L,June Amateur Draft,5,8,1981,"Ford, Curt",85,Y,St. Louis Cardinals,National League,2B,STL,1960-10-11T00:00:00,R,104,Jackson State,,N,Round 4,114296,138
Doug Davis,180,Y,0,4,4,JR,R,June Amateur Draft,6,9,1981,"Davis, Doug",86,Y,Texas Rangers,American League,C,TEX,1962-09-24T00:00:00,R,103,Eastern Michigan,,N,Round 4,113101,140
Dan Penner,,N,,4,4,JR,,June Amateur Draft,,10,1981,"Penner, Dan",87,N,San Francisco Giants,National League,P,SF,,,104,"Rio Mesa HS (Camarillo, CA)",,N,Round 4,564394,137
Donald Fleming,,N,0,4,4,JR,,June Amateur Draft,,11,1981,"Fleming, Donald",88,N,Minnesota Twins,American League,OF,MIN,,,103,"St. John HS (Garyville, LA)",,N,Round 4,476124,142
Clint Brill,,N,,4,4,JR,,June Amateur Draft,,12,1981,"Brill, Clint",89,N,Atlanta Braves,National League,C,ATL,,,104,Humboldt State,,N,Round 4,555948,144
Randy Washington,190,N,11,4,4,JR,R,June Amateur Draft,5,13,1981,"Washington, Randy",90,Y,Cleveland Indians,American League,OF,CLE,1963-08-07T00:00:00,R,103,"Stagg HS (Stockton, CA)",,N,Round 4,457343,114
Stacey Pettis,,N,,4,4,JR,,June Amateur Draft,,14,1981,"Pettis, Stacey",91,N,Pittsburgh Pirates,National League,OF,PIT,,,104,"Castlemont HS (Oakland, CA)",,N,Round 4,564516,134
Curt Young,180,Y,1,4,4,JR,R,June Amateur Draft,6,15,1981,"Young, Curt",92,Y,Oakland Athletics,American League,P,OAK,1960-04-16T00:00:00,L,103,Central Michigan,,N,Round 4,124689,133
Paul O'Neill,215,Y,4,4,4,JR,L,June Amateur Draft,6,16,1981,"O'Neill, Paul",93,Y,Cincinnati Reds,National League,1B,CIN,1963-02-25T00:00:00,L,104,Brookhaven HS (OH),,N,Round 4,120028,113
Bubby Brister,,N,,4,4,JR,,June Amateur Draft,,17,1981,"Brister, Bubby",94,N,Detroit Tigers,American League,SS,DET,,,103,"Neville HS (Monroe, LA)",,N,Round 4,555962,116
Jeff Ledbetter,,N,,4,4,JR,,June Amateur Draft,,18,1981,"Ledbetter, Jeff",95,N,Montreal Expos,National League,OF,MON,,,104,Florida State,,N,Round 4,561669,120
Todd Benzinger,190,Y,1,4,4,JR,S,June Amateur Draft,6,19,1981,"Benzinger, Todd",96,Y,Boston Red Sox,American League,1B,BOS,1963-02-11T00:00:00,R,103,"New Richmond HS (Cincinnati, OH)",,N,Round 4,110887,111
Jerry Holtz,,N,,4,4,JR,,June Amateur Draft,,20,1981,"Holtz, Jerry",97,N,Philadelphia Phillies,National League,SS,PHI,,,104,"Atlantic City HS (Margate, NJ)",,N,Round 4,559896,143
Bruce Williams,,N,0,4,4,JR,R,June Amateur Draft,,21,1981,"Williams, Bruce",98,N,Milwaukee Brewers,American League,P,MIL,1962-12-28T00:00:00,,103,West Linn HS (OR),,N,Round 4,456368,158
Steve Boncore,,N,,4,4,JR,,June Amateur Draft,,22,1981,"Boncore, Steve",99,N,Los Angeles Dodgers,National League,C,LA,,,104,University of LaVerne,,N,Round 4,555691,119
Shane Mack,190,Y,0,4,4,JR,R,June Amateur Draft,6,23,1981,"Mack, Shane",100,Y,Kansas City Royals,American League,SS,KC,1963-12-07T00:00:00,R,103,"Gahr HS (Cerritos, CA)",,N,Round 4,118090,118
Shawon Dunston,180,Y,1,1,1,JR,R,June Amateur Draft,6,1,1982,"Dunston, Shawon",1,N,Chicago Cubs,National League,SS,CHC,1963-03-21T00:00:00,R,104,"Thomas Jefferson HS (Brooklyn, NY)",,N,Round 1,113645,112
Augie Schmidt,,N,,1,1,JR,,June Amateur Draft,,2,1982,"Schmidt, Augie",2,N,Toronto Blue Jays,American League,SS,TOR,,,103,New Orleans,,N,Round 1,566596,141
Jimmy Jones,,N,,1,1,JR,,June Amateur Draft,,3,1982,"Jones, Jimmy",3,N,San Diego Padres,National League,P,SD,,,104,"Thomas Jefferson HS (Dallas, TX)",,N,Round 1,560656,135
Bryan Oelkers,192,Y,3,1,1,JR,L,June Amateur Draft,6,4,1982,"Oelkers, Bryan",4,Y,Minnesota Twins,American League,P,MIN,1961-03-11T00:00:00,L,103,Wichita State,,N,Round 1,119943,142
Dwight Gooden,210,Y,3,1,1,JR,R,June Amateur Draft,6,5,1982,"Gooden, Dwight",5,Y,New York Mets,National League,P,NYM,1964-11-16T00:00:00,R,104,"Hillsborough HS (Tampa, FL)",,N,Round 1,114947,121
Spike Owen,170,Y,10,1,1,JR,S,June Amateur Draft,5,6,1982,"Owen, Spike",6,Y,Seattle Mariners,American League,SS,SEA,1961-04-19T00:00:00,R,103,Texas,,N,Round 1,120138,136
Sam Khalifa,170,Y,11,1,1,JR,R,June Amateur Draft,5,7,1982,"Khalifa, Sam",7,Y,Pittsburgh Pirates,National League,SS,PIT,1963-12-05T00:00:00,R,104,"Sahuaro HS (Tucson, AZ)",,N,Round 1,117034,134
Bob Kipper,200,Y,2,1,1,JR,R,June Amateur Draft,6,8,1982,"Kipper, Bob",8,Y,California Angels,American League,P,CAL,1964-07-08T00:00:00,L,103,"Aurora Central Catholic HS (Aurora, IL)",,N,Round 1,117107,108
Duane Ward,210,Y,4,1,1,JR,R,June Amateur Draft,6,9,1982,"Ward, Duane",9,Y,Atlanta Braves,National League,P,ATL,1964-05-28T00:00:00,R,104,Farmington HS (NM),,N,Round 1,123929,144
John Morris,185,Y,1,1,1,JR,L,June Amateur Draft,6,10,1982,"Morris, John",10,Y,Kansas City Royals,American League,OF,KC,1961-02-23T00:00:00,L,103,Seton Hall,,N,Round 1,119398,118
Steve Stanicek,190,Y,0,1,1,JR,R,June Amateur Draft,6,11,1982,"Stanicek, Steve",11,Y,San Francisco Giants,National League,1B,SF,1961-06-19T00:00:00,R,104,Nebraska,,N,Round 1,122661,137
Mark Snyder,,N,,1,1,JR,,June Amateur Draft,,12,1982,"Snyder, Mark",12,N,Cleveland Indians,American League,P,CLE,,,103,"Bearden HS (Knoxville, TN)",,N,Round 1,567431,114
John Russell,200,Y,0,1,1,JR,R,June Amateur Draft,6,13,1982,"Russell, John",13,Y,Philadelphia Phillies,National League,C,PHI,1961-01-05T00:00:00,R,104,Oklahoma,,N,Round 1,121571,143
Ron Karkovice,215,Y,1,1,1,JR,R,June Amateur Draft,6,14,1982,"Karkovice, Ron",14,Y,Chicago White Sox,American League,C,CWS,1963-08-08T00:00:00,R,103,"Boone HS (Orlando, FL)",,N,Round 1,116843,145
Steven Swain,,N,0,1,1,JR,,June Amateur Draft,,15,1982,"Swain, Steven",15,N,Houston Astros,National League,OF,HOU,,,104,"Grossmont HS (El Cajon, CA)",,N,Round 1,474092,117
Sam Horn,250,Y,5,1,1,JR,L,June Amateur Draft,6,16,1982,"Horn, Sam",16,Y,Boston Red Sox,American League,1B,BOS,1963-11-02T00:00:00,L,103,"Morse HS (San Diego, CA)",,N,Round 1,116152,111
Tony Woods,,N,0,1,1,JR,R,June Amateur Draft,,17,1982,"Woods, Tony",17,Y,Chicago Cubs,National League,SS,CHC,1960-10-19T00:00:00,R,104,Whittier College,,N,Round 1,447168,112
Robert Parkins,214,N,2,1,1,JR,S,June Amateur Draft,6,18,1982,"Parkins, Robert",18,Y,Boston Red Sox,American League,P,BOS,1964-04-29T00:00:00,R,103,Cerritos HS (CA),,N,Round 1,463087,111
Franklin Stubbs,215,Y,2,1,1,JR,L,June Amateur Draft,6,19,1982,"Stubbs, Franklin",19,Y,Los Angeles Dodgers,National League,1B,LA,1960-10-21T00:00:00,L,104,Virginia Tech,,N,Round 1,122899,119
Rich Monteleone,230,Y,2,1,1,JR,R,June Amateur Draft,6,20,1982,"Monteleone, Rich",20,Y,Detroit Tigers,American League,P,DET,1963-03-22T00:00:00,R,103,"Tampa Catholic HS (Tampa, FL)",,N,Round 1,119263,116
Todd Worrell,222,Y,5,1,1,JR,R,June Amateur Draft,6,21,1982,"Worrell, Todd",21,Y,St. Louis Cardinals,National League,P,STL,1959-09-28T00:00:00,R,104,Biola University,,N,Round 1,124581,138
Scott Jones,192,N,3,1,1,JR,R,June Amateur Draft,6,22,1982,"Jones, Scott",22,Y,Cincinnati Reds,National League,P,CIN,1970-11-26T00:00:00,R,104,"Hinsdale South HS (Hinsdale, IL)",,N,Round 1,476458,113
Billy Hawley,,N,,1,1,JR,,June Amateur Draft,,23,1982,"Hawley, Billy",23,N,Cincinnati Reds,National League,P,CIN,,,104,"Brookland Cayce HS (West Columbia, SC)",,N,Round 1,559427,113
Joe Kucharski,,N,0,1,1,JR,R,June Amateur Draft,,24,1982,"Kucharski, Joe",24,N,Baltimore Orioles,American League,P,BAL,1961-02-03T00:00:00,R,103,South Carolina,,N,Round 1,444817,110
Dale Sveum,185,Y,3,1,1,JR,S,June Amateur Draft,6,25,1982,"Sveum, Dale",25,Y,Milwaukee Brewers,American League,SS,MIL,1963-11-23T00:00:00,R,103,"Pinole Valley HS (Pinole, CA)",,N,Round 1,123011,158
Jeff Ledbetter,,N,,1,1,JR,,June Amateur Draft,,26,1982,"Ledbetter, Jeff",26,N,Boston Red Sox,American League,1B,BOS,,,103,Florida State,,N,Round 1,561669,111
Stan Boderick,,N,,1,1,JR,,June Amateur Draft,,27,1982,"Boderick, Stan",27,N,Chicago Cubs,National League,OF,CHC,,,104,"Robinson HS (Tampa, FL)",,N,Round 1,555644,112
Robert Jones,,N,,1,1,JR,,June Amateur Draft,,28,1982,"Jones, Robert",28,N,Cincinnati Reds,National League,1B,CIN,,,104,"Proviso East HS (Maywood, IL)",,N,Round 1,560699,113
Kevin Romine,185,Y,11,1,1,JR,R,June Amateur Draft,5,29,1982,"Romine, Kevin",29,Y,Boston Red Sox,American League,OF,BOS,1961-05-23T00:00:00,R,103,Arizona State,,N,Round 1,121425,111
David Wells,250,Y,3,2,2,JR,L,June Amateur Draft,6,1,1982,"Wells, David",30,Y,Toronto Blue Jays,American League,P,TOR,1963-05-20T00:00:00,L,103,"Point Loma HS (San Diego, CA)",,N,Round 2,124071,141
Joseph Plesac,,N,0,2,2,JR,,June Amateur Draft,,2,1982,"Plesac, Joseph",31,N,San Diego Padres,National League,P,SD,,,104,North Carolina State,,N,Round 2,475491,135
Allan Anderson,186,Y,11,2,2,JR,L,June Amateur Draft,5,3,1982,"Anderson, Allan",32,Y,Minnesota Twins,American League,P,MIN,1964-01-07T00:00:00,L,103,Lancaster HS (OH),,N,Round 2,110226,142
Floyd Youmans,190,Y,1,2,2,JR,R,June Amateur Draft,6,4,1982,"Youmans, Floyd",33,Y,New York Mets,National League,P,NYM,1964-05-11T00:00:00,R,104,Fontana HS (CA),,N,Round 2,124684,121
Michael Wishnevski,,N,0,2,2,JR,L,June Amateur Draft,,5,1982,"Wishnevski, Michael",34,Y,Seattle Mariners,American League,OF,SEA,1961-03-29T00:00:00,R,103,Indiana Central University,,N,Round 2,448576,136
Jim Opie,,N,,2,2,JR,,June Amateur Draft,,6,1982,"Opie, Jim",35,Y,Pittsburgh Pirates,National League,3B,PIT,,,104,New Orleans,,N,Round 2,564020,134
Tim Birtsas,240,Y,7,2,2,JR,L,June Amateur Draft,6,7,1982,"Birtsas, Tim",36,Y,New York Yankees,American League,P,NYY,1960-09-05T00:00:00,L,103,Michigan State,,N,Round 2,111013,147
Joe Johnson,,N,,2,2,JR,,June Amateur Draft,,8,1982,"Johnson, Joe",37,N,Atlanta Braves,National League,P,ATL,,,104,Maine,,N,Round 2,560515,144
Joe Szekely,195,N,1,2,2,JR,L,June Amateur Draft,6,9,1982,"Szekely, Joe",38,Y,Kansas City Royals,American League,OF,KC,1961-06-28T00:00:00,R,103,Texas A&M,,N,Round 2,492537,118
Barry Bonds,240,Y,2,2,2,JR,L,June Amateur Draft,6,10,1982,"Bonds, Barry",39,N,San Francisco Giants,National League,OF,SF,1964-07-24T00:00:00,L,104,"Serra HS (San Carlos, CA)",,N,Round 2,111188,137
Jim Wilson,,N,,2,2,JR,,June Amateur Draft,,11,1982,"Wilson, Jim",40,N,Cleveland Indians,American League,1B,CLE,,,103,Oregon State,,N,Round 2,568950,114
Lance McCullers,218,Y,1,2,2,JR,S,June Amateur Draft,6,12,1982,"McCullers, Lance",41,Y,Philadelphia Phillies,National League,P,PHI,1964-03-08T00:00:00,R,104,"Tampa Catholic HS (Tampa, FL)",,N,Round 2,118617,143
Rolando Pino,,N,,2,2,JR,,June Amateur Draft,,13,1982,"Pino, Rolando",42,Y,Chicago White Sox,American League,3B,CWS,,,103,"Miami Springs HS (Miami Springs, FL)",,N,Round 2,564629,145
Louie Meadows,190,Y,11,2,2,JR,L,June Amateur Draft,5,14,1982,"Meadows, Louie",43,Y,Houston Astros,National League,OF,HOU,1961-04-29T00:00:00,L,104,North Carolina State,,N,Round 2,118891,117
Michael Rubel,,N,0,2,2,JR,,June Amateur Draft,,15,1982,"Rubel, Michael",44,N,Texas Rangers,American League,1B,TEX,,,103,Cal State Fullerton,,N,Round 2,475413,140
John Dopson,225,Y,4,2,2,JR,L,June Amateur Draft,6,16,1982,"Dopson, John",45,Y,Montreal Expos,National League,P,MON,1963-07-14T00:00:00,R,104,"Delore Catholic HS (Finksburg, MD)",,N,Round 2,113469,120
Steve Jongewaard,,N,,2,2,JR,,June Amateur Draft,,17,1982,"Jongewaard, Steve",46,N,Boston Red Sox,American League,SS,BOS,,,103,Fountain Valley HS (CA),,N,Round 2,560717,111
Richard Flores,,N,,2,2,JR,,June Amateur Draft,,18,1982,"Flores, Richard",47,N,Los Angeles Dodgers,National League,SS,LA,,,104,"Coachella Valley HS (Thermal, CA)",,N,Round 2,558634,119
Scott Kamieniecki,195,Y,0,2,2,JR,R,June Amateur Draft,6,19,1982,"Kamieniecki, Scott",48,Y,Detroit Tigers,American League,P,DET,1964-04-19T00:00:00,R,103,"St. Mary's HS (Detroit, MI)",,N,Round 2,116824,116
Tim Wallace,,N,,2,2,JR,,June Amateur Draft,,20,1982,"Wallace, Tim",49,N,St. Louis Cardinals,National League,C,STL,,,104,Wofford College,,N,Round 2,568311,138
Bo Jackson,225,Y,1,2,2,JR,R,June Amateur Draft,6,21,1982,"Jackson, Bo",50,Y,New York Yankees,American League,SS,NYY,1962-11-30T00:00:00,R,103,"McAdory HS (Bessemer, AL)",,N,Round 2,116446,147
